Customer_Job,Current,_30_Jan,_31_60,_61_90,_90,Total,Aging_Month,Parent_Column,True_Parent_Field
Bay Medical Sacred Heart Beach ED-S,13496.13,0.0,0.0,0.0,4950.89,18447.02,2020-01-31,,ENVISION
Bay Medical Sacred Heart Beach ED-S,16095.45,0.0,0.0,0.0,0.0,16095.45,2022-01-31,,ENVISION
Bay Medical Sacred Heart Beach ED-S,16095.45,0.0,0.0,0.0,0.0,16095.45,2022-02-02,,ENVISION
Bay Medical Sacred Heart Beach ED-S,16095.45,0.0,0.0,0.0,0.0,16095.45,2022-03-03,,ENVISION
Bay Medical Sacred Heart Beach ED-S,16095.45,0.0,0.0,0.0,0.0,16095.45,2022-04-04,,ENVISION
Bay Medical Sacred Heart Beach ED-S,16095.45,0.0,0.0,0.0,0.0,16095.45,2022-05-05,,ENVISION
Bayfront Health Cape Coral,2772.21,0.0,0.0,0.0,0.0,2772.21,2021-06-30,,BFH
Bayfront Health Cape Coral,2624.07,0.0,0.0,0.0,0.0,2624.07,2021-07-31,,BFH
Bayfront Health Cape Coral,3065.3,0.0,0.0,0.0,0.0,3065.3,2021-08-31,,BFH
Bayfront Health Cape Coral,1907.84,0.0,0.0,0.0,0.0,1907.84,2021-09-30,,BFH
Bayfront Health Cape Coral,99.0,1808.84,0.0,0.0,0.0,1907.84,2021-10-31,,BFH
Bayhealth (MAIN),0.0,49624.6,0.0,0.0,0.0,49624.6,2019-06-30,,BAYHEALTH
Bayhealth (MAIN),0.0,0.0,49624.6,0.0,0.0,49624.6,2019-07-31,,BAYHEALTH
Bayhealth (MAIN),49624.6,0.0,0.0,0.0,0.0,49624.6,2019-05-31,,Bayhealth (MAIN)
Bayhealth Emergency Center Smyrna,4064.01,0.0,7742.79,8183.35,0.0,19990.15,2019-06-30,,BAYHEALTH
Bayhealth Emergency Center Smyrna,2208.3,4064.01,0.0,5027.97,0.0,11300.28,2019-07-31,,BAYHEALTH
Bayhealth Emergency Center Smyrna,8183.35,9991.38,10293.97,6898.82,4406.17,39773.69,2019-03-31,,Bayhealth (MAIN)
Bayhealth Emergency Center Smyrna,7742.79,8183.35,9991.38,10293.97,10388.02,46599.51,2019-04-30,,Bayhealth (MAIN)
Bayhealth Emergency Center Smyrna,0.0,7742.79,8183.35,0.0,10293.97,26220.11,2019-05-31,,Bayhealth (MAIN)
Baylor Endocrine Center,5515.4,1725.59,0.0,0.0,0.0,7240.99,2019-03-31,,HTEX
Baylor Endocrine Center,6334.27,5515.4,1725.59,0.0,0.0,13575.26,2019-04-30,,HTEX
Baylor Endocrine Center,6075.77,6334.27,0.0,0.0,0.0,12410.04,2019-05-31,,HTEX
Baylor Endocrine Center,5697.55,0.0,6334.27,0.0,0.0,12031.82,2019-06-30,,HTEX
Baylor Endocrine Center,5858.59,0.0,0.0,2976.69,0.0,8835.28,2019-07-31,,HTEX
Baylor Endocrine Center,6045.27,5858.59,0.0,0.0,0.0,11903.86,2019-08-31,,HTEX
Baylor Endocrine Center,2750.81,2867.17,1725.78,0.0,0.0,7343.76,2019-12-31,,HTEX
Baylor Endocrine Center,5617.98,1725.78,0.0,0.0,0.0,7343.76,2019-11-30,,HTEX
Baylor Endocrine Center,7343.76,0.0,0.0,0.0,0.0,7343.76,2019-10-30,,HTEX
Baylor Endocrine Center,7343.76,0.0,0.0,0.0,0.0,7343.76,2019-09-30,,HTEX
Baylor Endocrine Center,0.0,1479.05,0.0,0.0,0.0,1479.05,2020-05-31,,HTEX
Baylor Endocrine Center,1479.05,0.0,1430.73,0.0,4592.95,7502.73,2020-04-30,,HTEX
Baylor Endocrine Center,2869.98,1430.73,0.0,0.0,4592.95,8893.66,2020-03-31,,HTEX
Baylor Endocrine Center,2351.7,0.0,0.0,2867.17,1725.78,6944.65,2020-02-29,,HTEX
Baylor Endocrine Center,1631.8,0.0,2867.17,1725.78,0.0,6224.75,2020-01-31,,HTEX
Baylor Scott and White-Hospitalist,6025.84,3179.74,199.48,0.0,3756.08,13161.14,2019-03-31,,BSW
Baylor Scott and White-Hospitalist,7251.36,3167.87,45.62,199.48,3756.08,14420.41,2019-04-30,,BSW
Baylor Scott and White-Hospitalist,5806.69,7251.36,3167.87,45.62,3955.56,20227.1,2019-05-31,,BSW
Baylor Scott and White-Hospitalist,6656.49,0.0,0.0,0.0,3955.56,10612.05,2019-06-30,,BSW
Baylor Scott and White-Hospitalist,7405.98,0.0,0.0,0.0,3955.56,11361.54,2019-07-31,,BSW
Baylor Scott and White-Hospitalist,8030.52,0.0,0.0,0.0,3955.56,11986.08,2019-08-31,,BSW
Baylor Scott and White-Hospitalist,8338.53,7661.58,3572.88,0.0,8087.32,27660.31,2019-12-31,,BSW
Baylor Scott and White-Hospitalist,16000.11,3572.88,0.0,4131.76,3955.56,27660.31,2019-11-30,,BSW
Baylor Scott and White-Hospitalist,19572.99,0.0,4131.76,0.0,3955.56,27660.31,2019-10-30,,BSW
Baylor Scott and White-Hospitalist,19572.99,4131.76,0.0,0.0,3955.56,27660.31,2019-09-30,,BSW
Baylor Scott and White-Hospitalist,3579.82,0.0,0.0,0.0,0.0,3579.82,2021-01-31,,BSW
Baylor Scott and White-Hospitalist,2598.32,0.0,0.0,0.0,0.0,2598.32,2021-03-31,,BSW
Baylor Scott and White-Hospitalist,2902.54,0.0,0.0,0.0,0.0,2902.54,2021-02-28,,BSW
Baylor Scott and White-Hospitalist,1960.29,0.0,0.0,0.0,0.0,1960.29,2021-04-30,,BSW
Baylor Scott and White-Hospitalist,2977.02,0.0,0.0,0.0,0.0,2977.02,2021-05-31,,BSW
Baylor Scott and White-Hospitalist,3517.7,36.0,0.0,0.0,0.0,3553.7,2021-06-30,,BSW
Baylor Scott and White-Hospitalist,468.85,0.0,0.0,0.0,0.0,468.85,2021-07-31,,BSW
Baylor Scott and White-Hospitalist,4444.2,1969.17,0.0,0.0,0.0,6413.37,2020-12-31,,BSW
Baylor Scott and White-Hospitalist,3608.38,0.0,0.0,0.0,0.0,3608.38,2020-11-30,,BSW
Baylor Scott and White-Hospitalist,3725.09,0.0,0.0,0.0,0.0,3725.09,2020-10-31,,BSW
Baylor Scott and White-Hospitalist,4869.75,0.0,0.0,0.0,0.0,4869.75,2020-09-30,,BSW
Baylor Scott and White-Hospitalist,3119.14,0.0,0.0,0.0,0.0,3119.14,2020-08-31,,BSW
Baylor Scott and White-Hospitalist,5507.62,0.0,0.0,0.0,0.0,5507.62,2020-07-31,,BSW
Baylor Scott and White-Hospitalist,4909.84,0.0,0.0,0.0,0.0,4909.84,2020-06-30,,BSW
Baylor Scott and White-Hospitalist,6487.41,0.0,0.0,0.0,0.0,6487.41,2020-05-31,,BSW
Baylor Scott and White-Hospitalist,6751.07,0.0,0.0,0.0,0.0,6751.07,2020-04-30,,BSW
Baylor Scott and White-Hospitalist,7402.69,0.0,0.0,0.0,3885.32,11288.01,2020-03-31,,BSW
Baylor Scott and White-Hospitalist,8390.81,0.0,4069.3,0.0,7840.88,20300.99,2020-02-29,,BSW
Baylor Scott and White-Hospitalist,8536.9,4069.3,0.0,0.0,7840.88,20447.08,2020-01-31,,BSW
Baylor-St. Luke's Medical Group - Conroe Primary Care,42.6,0.0,0.0,0.0,0.0,42.6,2019-05-31,,SLMG
Baylor-St. Luke's Medical Group - Conroe Primary Care,54.36,42.6,0.0,0.0,0.0,96.96,2019-06-30,,SLMG
Baylor-St. Luke's Medical Group - Conroe Primary Care,0.0,54.36,42.6,0.0,0.0,96.96,2019-07-31,,SLMG
Baylor-St. Luke's Medical Group - Conroe Primary Care,186.0,0.0,54.36,42.6,0.0,282.96,2019-08-31,,SLMG
Baylor-St. Luke's Medical Group - Conroe Primary Care,12941.61,11364.1,12670.34,5310.46,96.96,42383.47,2019-12-31,,SLMG
Baylor-St. Luke's Medical Group - Conroe Primary Care,24305.71,12670.34,5310.46,0.0,96.96,42383.47,2019-11-30,,SLMG
Baylor-St. Luke's Medical Group - Conroe Primary Care,36976.05,5310.46,0.0,0.0,96.96,42383.47,2019-10-30,,SLMG
Baylor-St. Luke's Medical Group - Conroe Primary Care,42286.51,0.0,0.0,54.36,42.6,42383.47,2019-09-30,,SLMG
Baylor-St. Luke's Medical Group - Conroe Primary Care,0.0,0.0,165.31,0.0,0.0,165.31,2020-08-31,,SLMG
Baylor-St. Luke's Medical Group - Conroe Primary Care,0.0,165.31,0.0,0.0,0.0,165.31,2020-07-31,,SLMG
Baylor-St. Luke's Medical Group - Conroe Primary Care,165.31,0.0,0.0,0.0,0.0,165.31,2020-06-30,,SLMG
Baylor-St. Luke's Medical Group - Conroe Primary Care,1516.11,0.0,0.0,0.0,0.0,1516.11,2020-05-31,,SLMG
Baylor-St. Luke's Medical Group - Conroe Primary Care,13108.7,0.0,0.0,0.0,0.0,13108.7,2020-04-30,,SLMG
Baylor-St. Luke's Medical Group - Conroe Primary Care,11757.9,0.0,0.0,0.0,0.0,11757.9,2020-03-31,,SLMG
Baylor-St. Luke's Medical Group - Conroe Primary Care,18855.7,0.0,0.0,0.0,0.0,18855.7,2020-02-29,,SLMG
Baylor-St. Luke's Medical Group - Conroe Primary Care,12054.46,0.0,0.0,0.0,5310.46,17364.92,2020-01-31,,SLMG
Baylor-St. Luke's Medical Group - Gemini Pain and Spine Center,1740.2,0.0,0.0,0.0,0.0,1740.2,2019-06-30,,SLMG
Baylor-St. Luke's Medical Group - Gemini Pain and Spine Center,2266.12,1740.2,0.0,0.0,0.0,4006.32,2019-07-31,,SLMG
Baylor-St. Luke's Medical Group - Gemini Pain and Spine Center,1571.9,0.0,0.0,0.0,0.0,1571.9,2019-08-31,,SLMG
Baylor-St. Luke's Medical Group - Gemini Pain and Spine Center,1365.1,1524.38,1670.9,1631.74,0.0,6192.12,2019-12-31,,SLMG
Baylor-St. Luke's Medical Group - Gemini Pain and Spine Center,2889.48,1670.9,1631.74,0.0,0.0,6192.12,2019-11-30,,SLMG
Baylor-St. Luke's Medical Group - Gemini Pain and Spine Center,4560.38,1631.74,0.0,0.0,0.0,6192.12,2019-10-30,,SLMG
Baylor-St. Luke's Medical Group - Gemini Pain and Spine Center,6192.12,0.0,0.0,0.0,0.0,6192.12,2019-09-30,,SLMG
Baylor-St. Luke's Medical Group - Gemini Pain and Spine Center,0.0,0.0,0.0,0.0,1847.96,1847.96,2020-09-30,,SLMG
Baylor-St. Luke's Medical Group - Gemini Pain and Spine Center,0.0,0.0,0.0,0.0,1847.96,1847.96,2020-08-31,,SLMG
Baylor-St. Luke's Medical Group - Gemini Pain and Spine Center,0.0,0.0,0.0,0.0,4978.38,4978.38,2020-07-31,,SLMG
Baylor-St. Luke's Medical Group - Gemini Pain and Spine Center,0.0,591.58,2239.82,3412.42,2507.78,8751.6,2020-06-30,,SLMG
Baylor-St. Luke's Medical Group - Gemini Pain and Spine Center,591.58,2239.82,3412.42,1142.68,1365.1,8751.6,2020-05-31,,SLMG
Baylor-St. Luke's Medical Group - Gemini Pain and Spine Center,2831.4,3412.42,1142.68,1365.1,0.0,8751.6,2020-04-30,,SLMG
Baylor-St. Luke's Medical Group - Gemini Pain and Spine Center,5652.24,1142.68,1365.1,0.0,0.0,8160.02,2020-03-31,,SLMG
Baylor-St. Luke's Medical Group - Gemini Pain and Spine Center,4555.1,1365.1,0.0,0.0,0.0,5920.2,2020-02-29,,SLMG
Baylor-St. Luke's Medical Group - Gemini Pain and Spine Center,2507.78,0.0,0.0,0.0,0.0,2507.78,2020-01-31,,SLMG
Baylor-St. Luke's Medical Group - Orthopedics and Sports Medicine,2121.92,2405.7,0.0,0.0,0.0,4527.62,2019-03-31,,SLMG
Baylor-St. Luke's Medical Group - Orthopedics and Sports Medicine,2781.34,2121.92,2405.7,0.0,0.0,7308.96,2019-04-30,,SLMG
Baylor-St. Luke's Medical Group - Orthopedics and Sports Medicine,3093.48,2781.34,0.0,0.0,0.0,5874.82,2019-05-31,,SLMG
Baylor-St. Luke's Medical Group - Orthopedics and Sports Medicine,2765.3,0.0,0.0,0.0,0.0,2765.3,2019-06-30,,SLMG
Baylor-St. Luke's Medical Group - Orthopedics and Sports Medicine,1679.7,2765.3,0.0,0.0,0.0,4445.0,2019-07-31,,SLMG
Baylor-St. Luke's Medical Group - Orthopedics and Sports Medicine,2095.5,1679.7,2765.3,0.0,0.0,6540.5,2019-08-31,,SLMG
Baylor-St. Luke's Medical Group - Orthopedics and Sports Medicine,1753.62,2171.84,0.0,0.0,573.0,4498.46,2019-12-31,,SLMG
Baylor-St. Luke's Medical Group - Orthopedics and Sports Medicine,3925.46,0.0,0.0,0.0,573.0,4498.46,2019-11-30,,SLMG
Baylor-St. Luke's Medical Group - Orthopedics and Sports Medicine,3925.46,0.0,0.0,0.0,573.0,4498.46,2019-10-30,,SLMG
Baylor-St. Luke's Medical Group - Orthopedics and Sports Medicine,3925.46,0.0,0.0,573.0,0.0,4498.46,2019-09-30,,SLMG
Baylor-St. Luke's Medical Group - Orthopedics and Sports Medicine,0.0,172.7,0.0,0.0,0.0,172.7,2020-06-30,,SLMG
Baylor-St. Luke's Medical Group - Orthopedics and Sports Medicine,172.7,0.0,0.0,0.0,0.0,172.7,2020-05-31,,SLMG
Baylor-St. Luke's Medical Group - Orthopedics and Sports Medicine,2255.44,0.0,0.0,0.0,0.0,2255.44,2020-04-30,,SLMG
Baylor-St. Luke's Medical Group - Orthopedics and Sports Medicine,4541.06,0.0,0.0,0.0,0.0,4541.06,2020-03-31,,SLMG
Baylor-St. Luke's Medical Group - Orthopedics and Sports Medicine,2458.32,0.0,0.0,0.0,0.0,2458.32,2020-02-29,,SLMG
Baylor-St. Luke's Medical Group - Orthopedics and Sports Medicine,2409.88,0.0,0.0,0.0,0.0,2409.88,2020-01-31,,SLMG
Baylor-St. Luke's Medical Group - Woodlands Endocrinology,2162.48,0.0,0.0,0.0,0.0,2162.48,2019-06-30,,SLMG
Baylor-St. Luke's Medical Group - Woodlands Endocrinology,1511.84,2162.48,0.0,0.0,0.0,3674.32,2019-07-31,,SLMG
Baylor-St. Luke's Medical Group - Woodlands Endocrinology,2937.64,1511.84,2162.48,0.0,0.0,6611.96,2019-08-31,,SLMG
Baylor-St. Luke's Medical Group - Woodlands Endocrinology,2557.5,3018.18,0.0,2322.7,2162.48,10060.86,2019-12-31,,SLMG
Baylor-St. Luke's Medical Group - Woodlands Endocrinology,5575.68,0.0,2322.7,0.0,2162.48,10060.86,2019-11-30,,SLMG
Baylor-St. Luke's Medical Group - Woodlands Endocrinology,5575.68,2322.7,0.0,0.0,2162.48,10060.86,2019-10-30,,SLMG
Baylor-St. Luke's Medical Group - Woodlands Endocrinology,7898.38,0.0,0.0,2162.48,0.0,10060.86,2019-09-30,,SLMG
Baylor-St. Luke's Medical Group - Woodlands Endocrinology,0.0,0.0,0.0,0.0,2660.78,2660.78,2020-09-30,,SLMG
Baylor-St. Luke's Medical Group - Woodlands Endocrinology,0.0,0.0,0.0,498.3,2162.48,2660.78,2020-08-31,,SLMG
Baylor-St. Luke's Medical Group - Woodlands Endocrinology,0.0,0.0,498.3,0.0,2162.48,2660.78,2020-07-31,,SLMG
Baylor-St. Luke's Medical Group - Woodlands Endocrinology,0.0,498.3,0.0,0.0,2162.48,2660.78,2020-06-30,,SLMG
Baylor-St. Luke's Medical Group - Woodlands Endocrinology,498.3,0.0,0.0,0.0,2162.48,2660.78,2020-05-31,,SLMG
Baylor-St. Luke's Medical Group - Woodlands Endocrinology,4120.08,0.0,0.0,0.0,2162.48,6282.56,2020-04-30,,SLMG
Baylor-St. Luke's Medical Group - Woodlands Endocrinology,7178.84,2973.3,0.0,0.0,2201.44,12353.58,2020-03-31,,SLMG
Baylor-St. Luke's Medical Group - Woodlands Endocrinology,6530.36,0.0,0.0,0.0,2201.44,8731.8,2020-02-29,,SLMG
Baylor-St. Luke's Medical Group - Woodlands Endocrinology,2973.3,0.0,0.0,0.0,2201.44,5174.74,2020-01-31,,SLMG
Baylor-St. Luke's Medical Group Family Medicine,3978.26,791.16,0.0,0.0,0.0,4769.42,2019-03-31,,SLMG
Baylor-St. Luke's Medical Group Family Medicine,11286.06,3978.26,791.16,0.0,0.0,16055.48,2019-04-30,,SLMG
Baylor-St. Luke's Medical Group Family Medicine,8176.2,11286.06,0.0,0.0,0.0,19462.26,2019-05-31,,SLMG
Baylor-St. Luke's Medical Group Family Medicine,401.48,8146.2,11286.06,0.0,0.0,19833.74,2019-06-30,,SLMG
Baylor-St. Luke's Medical Group Family Medicine,7267.96,401.48,8146.2,11286.06,0.0,27101.7,2019-07-31,,SLMG
Baylor-St. Luke's Medical Group Family Medicine,7342.14,0.0,401.48,8146.2,11286.06,27175.88,2019-08-31,,SLMG
Baylor-St. Luke's Medical Group Family Medicine,4156.13,5032.28,0.0,0.0,11286.06,20474.47,2019-12-31,,SLMG
Baylor-St. Luke's Medical Group Family Medicine,9188.41,0.0,0.0,0.0,11286.06,20474.47,2019-11-30,,SLMG
Baylor-St. Luke's Medical Group Family Medicine,9188.41,0.0,0.0,0.0,11286.06,20474.47,2019-10-30,,SLMG
Baylor-St. Luke's Medical Group Family Medicine,9188.41,0.0,0.0,0.0,11286.06,20474.47,2019-09-30,,SLMG
Baylor-St. Luke's Medical Group Family Medicine,0.0,550.0,4363.06,0.0,11286.06,16199.12,2020-06-30,,SLMG
Baylor-St. Luke's Medical Group Family Medicine,550.0,4363.06,0.0,0.0,11286.06,16199.12,2020-05-31,,SLMG
Baylor-St. Luke's Medical Group Family Medicine,4913.06,0.0,0.0,0.0,11286.06,16199.12,2020-04-30,,SLMG
Baylor-St. Luke's Medical Group Family Medicine,8418.98,0.0,0.0,0.0,11286.06,19705.04,2020-03-31,,SLMG
Baylor-St. Luke's Medical Group Family Medicine,8199.87,0.0,0.0,0.0,11286.06,19485.93,2020-02-29,,SLMG
Baylor-St. Luke's Medical Group Family Medicine,4143.95,0.0,0.0,0.0,11286.06,15430.01,2020-01-31,,SLMG
Baylor-St. Luke's Medical Group Sugarland Family Medicine,60.0,3.36,0.0,0.0,0.0,63.36,2019-03-31,,SLMG
Baylor-St. Luke's Medical Group Sugarland Family Medicine,0.0,60.0,3.36,0.0,0.0,63.36,2019-04-30,,SLMG
Baylor-St. Luke's Medical Group Sugarland Family Medicine,19.48,0.0,0.0,0.0,0.0,19.48,2019-05-31,,SLMG
Baylor-St. Luke's Medical Group Sugarland Family Medicine,10898.08,19.48,0.0,0.0,0.0,10917.56,2019-06-30,,SLMG
Baylor-St. Luke's Medical Group Sugarland Family Medicine,3390.64,10898.08,0.0,0.0,0.0,14288.72,2019-07-31,,SLMG
Baylor-St. Luke's Medical Group Sugarland Family Medicine,3750.02,3390.64,10898.08,0.0,0.0,18038.74,2019-08-31,,SLMG
Baylor-St. Luke's Medical Group Sugarland Family Medicine,2645.5,3578.96,0.0,0.0,280.0,6504.46,2019-12-31,,SLMG
Baylor-St. Luke's Medical Group Sugarland Family Medicine,6224.46,0.0,0.0,0.0,280.0,6504.46,2019-11-30,,SLMG
Baylor-St. Luke's Medical Group Sugarland Family Medicine,6224.46,0.0,0.0,0.0,280.0,6504.46,2019-10-30,,SLMG
Baylor-St. Luke's Medical Group Sugarland Family Medicine,6224.46,0.0,0.0,280.0,0.0,6504.46,2019-09-30,,SLMG
Baylor-St. Luke's Medical Group Sugarland Family Medicine,2540.12,0.0,0.0,0.0,0.0,2540.12,2020-04-30,,SLMG
Baylor-St. Luke's Medical Group Sugarland Family Medicine,2540.12,0.0,0.0,0.0,0.0,2540.12,2020-03-31,,SLMG
Baylor-St. Luke's Medical Group Sugarland Family Medicine,4191.22,0.0,0.0,0.0,0.0,4191.22,2020-02-29,,SLMG
Baylor-St. Luke's Medical Group Sugarland Family Medicine,3097.38,0.0,0.0,0.0,0.0,3097.38,2020-01-31,,SLMG
Bayonne Medical Center,31985.79,0.0,0.0,0.0,0.0,31985.79,2019-03-31,,CPHL
Bayonne Medical Center,25664.35,23627.65,0.0,0.0,0.0,49292.0,2019-04-30,,CPHL
Bayonne Medical Center,25956.38,17328.09,23627.65,0.0,0.0,66912.12,2019-05-31,,CPHL
Bayonne Medical Center,27480.48,16311.3,17328.09,23627.65,0.0,84747.52,2019-06-30,,CPHL
Bayonne Medical Center,25930.97,18636.39,16311.3,17328.09,23627.65,101834.4,2019-07-31,,CPHL
Bayonne Medical Center,26273.77,17434.66,18636.39,16311.3,37739.75,116395.87,2019-08-31,,CPHL
Bayonne Medical Center,25499.86,17703.7,0.0,0.0,270.0,43473.56,2019-12-31,,CPHL
Bayonne Medical Center,43203.56,0.0,0.0,270.0,0.0,43473.56,2019-11-30,,CPHL
Bayonne Medical Center,43203.56,0.0,270.0,0.0,0.0,43473.56,2019-10-30,,CPHL
Bayonne Medical Center,43203.56,270.0,0.0,0.0,0.0,43473.56,2019-09-30,,CPHL
Bayonne Medical Center,30909.97,0.0,0.0,0.0,0.0,30909.97,2021-01-31,,CPHL
Bayonne Medical Center,31014.16,0.0,0.0,0.0,0.0,31014.16,2021-03-31,,CPHL
Bayonne Medical Center,32465.67,0.0,0.0,0.0,0.0,32465.67,2021-02-28,,CPHL
Bayonne Medical Center,29987.86,7888.37,0.0,0.0,0.0,37876.23,2021-04-30,,CPHL
Bayonne Medical Center,18541.78,0.0,0.0,0.0,0.0,18541.78,2021-05-31,,CPHL
Bayonne Medical Center,15031.76,0.0,0.0,0.0,0.0,15031.76,2021-06-30,,CPHL
Bayonne Medical Center,22464.72,0.0,0.0,0.0,0.0,22464.72,2021-07-31,,CPHL
Bayonne Medical Center,21831.99,0.0,0.0,0.0,0.0,21831.99,2021-08-31,,CPHL
Bayonne Medical Center,21743.64,0.0,0.0,0.0,0.0,21743.64,2021-09-30,,CPHL
Bayonne Medical Center,13919.83,0.0,0.0,0.0,0.0,13919.83,2021-10-31,,CPHL
Bayonne Medical Center,19428.27,0.0,0.0,0.0,0.0,19428.27,2021-11-30,,CPHL
Bayonne Medical Center,19400.98,0.0,0.0,0.0,0.0,19400.98,2021-12-31,,CPHL
Bayonne Medical Center,21775.01,0.0,0.0,0.0,0.0,21775.01,2020-12-31,,CPHL
Bayonne Medical Center,27132.51,0.0,0.0,0.0,0.0,27132.51,2020-11-30,,CPHL
Bayonne Medical Center,28172.2,0.0,0.0,0.0,0.0,28172.2,2020-10-31,,CPHL
Bayonne Medical Center,30373.42,0.0,0.0,0.0,0.0,30373.42,2020-09-30,,CPHL
Bayonne Medical Center,31303.7,0.0,0.0,0.0,0.0,31303.7,2020-08-31,,CPHL
Bayonne Medical Center,22449.57,0.0,0.0,0.0,0.0,22449.57,2020-07-31,,CPHL
Bayonne Medical Center,30412.19,0.0,0.0,0.0,0.0,30412.19,2020-06-30,,CPHL
Bayonne Medical Center,22164.55,0.0,0.0,0.0,0.0,22164.55,2020-05-31,,CPHL
Bayonne Medical Center,23422.97,0.0,0.0,0.0,0.0,23422.97,2020-04-30,,CPHL
Bayonne Medical Center,35939.92,0.0,0.0,0.0,0.0,35939.92,2020-03-31,,CPHL
Bayonne Medical Center,38600.66,8842.95,8601.32,0.0,0.0,56044.93,2020-02-29,,CPHL
Bayonne Medical Center,27883.93,16656.91,17703.7,0.0,270.0,62514.54,2020-01-31,,CPHL
Bayonne Medical Center,23896.04,0.0,0.0,0.0,0.0,23896.04,2022-01-31,,CPHL
Bayonne Medical Center,23896.04,0.0,0.0,0.0,0.0,23896.04,2022-02-02,,CPHL
Bayonne Medical Center,23896.04,0.0,0.0,0.0,0.0,23896.04,2022-03-03,,CPHL
Bayonne Medical Center,23896.04,0.0,0.0,0.0,0.0,23896.04,2022-04-04,,CPHL
Bayonne Medical Center,23896.04,0.0,0.0,0.0,0.0,23896.04,2022-05-05,,CPHL
Bayshore Medical Center - S,18037.8,0.0,161.19,0.0,0.0,18198.99,2019-03-31,,EC
Bayshore Medical Center - S,19820.22,0.0,0.0,161.19,0.0,19981.41,2019-04-30,,EC
Bayshore Medical Center - S,19461.06,0.0,0.0,0.0,161.19,19622.25,2019-05-31,,EC
Bayshore Medical Center - S,19501.2,19461.06,0.0,0.0,0.0,38962.26,2019-06-30,,EC
Bayshore Medical Center - S,19465.56,19501.2,0.0,0.0,0.0,38966.76,2019-07-31,,EC
Bayshore Medical Center - S,19691.1,0.0,19501.2,0.0,0.0,39192.3,2019-08-31,,EC
Bayshore Medical Center - S,15193.51,16259.34,0.0,0.0,225.0,31677.85,2019-12-31,,EC
Bayshore Medical Center - S,31452.85,0.0,0.0,225.0,0.0,31677.85,2019-11-30,,EC
Bayshore Medical Center - S,31452.85,0.0,225.0,0.0,0.0,31677.85,2019-10-30,,EC
Bayshore Medical Center - S,31452.85,225.0,0.0,0.0,0.0,31677.85,2019-09-30,,EC
Bayshore Medical Center - S,0.0,4980.41,0.0,0.0,0.0,4980.41,2020-05-31,,ENVISION
Bayshore Medical Center - S,11980.82,5848.9,0.0,0.0,225.0,18054.72,2020-04-30,,ENVISION
Bayshore Medical Center - S,23589.51,0.0,0.0,0.0,225.0,23814.51,2020-03-31,,ENVISION
Bayshore Medical Center - S,25480.17,0.0,0.0,0.0,225.0,25705.17,2020-02-29,,ENVISION
Bayshore Medical Center - S,28638.57,0.0,0.0,0.0,225.0,28863.57,2020-01-31,,ENVISION
Bayside Medical Group,0.0,84.67,0.0,0.0,0.0,84.67,2019-03-31,,PCHA
Baystate Health OB/GYN,824.56,0.0,0.0,0.0,0.0,824.56,2019-04-30,,BH
Baystate Health OB/GYN,1282.04,483.78,0.0,0.0,0.0,1765.82,2019-05-31,,BH
Baystate Health OB/GYN,2469.46,1282.04,0.0,0.0,0.0,3751.5,2019-06-30,,BH
Baystate Health OB/GYN,3245.21,1488.7,1282.04,0.0,0.0,6015.95,2019-07-31,,BH
Baystate Health OB/GYN,2341.35,1952.71,0.0,0.0,0.0,4294.06,2019-08-31,,BH
Baystate Health OB/GYN,5672.06,1854.06,0.0,0.0,0.0,7526.12,2019-12-31,,BH
Baystate Health OB/GYN,7526.12,0.0,0.0,0.0,0.0,7526.12,2019-11-30,,BH
Baystate Health OB/GYN,7526.12,0.0,0.0,0.0,0.0,7526.12,2019-10-30,,BH
Baystate Health OB/GYN,7526.12,0.0,0.0,0.0,0.0,7526.12,2019-09-30,,BH
Baystate Health OB/GYN,5722.38,0.0,0.0,0.0,0.0,5722.38,2021-01-31,,BH
Baystate Health OB/GYN,6872.52,0.0,0.0,0.0,0.0,6872.52,2021-03-31,,BH
Baystate Health OB/GYN,6433.23,0.0,0.0,0.0,0.0,6433.23,2021-02-28,,BH
Baystate Health OB/GYN,6248.34,0.0,0.0,0.0,0.0,6248.34,2021-04-30,,BH
Baystate Health OB/GYN,5502.33,0.0,0.0,0.0,0.0,5502.33,2021-05-31,,BH
Baystate Health OB/GYN,4921.09,0.0,0.0,0.0,0.0,4921.09,2021-06-30,,BH
Baystate Health OB/GYN,5255.35,0.0,0.0,0.0,0.0,5255.35,2021-07-31,,BH
Baystate Health OB/GYN,2886.03,0.0,0.0,0.0,0.0,2886.03,2021-08-31,,BH
Baystate Health OB/GYN,2087.1,0.0,0.0,0.0,0.0,2087.1,2021-09-30,,BH
Baystate Health OB/GYN,4735.8,0.0,0.0,0.0,0.0,4735.8,2021-10-31,,BH
Baystate Health OB/GYN,5238.81,0.0,0.0,0.0,0.0,5238.81,2021-11-30,,BH
Baystate Health OB/GYN,6319.65,0.0,0.0,0.0,0.0,6319.65,2021-12-31,,BH
Baystate Health OB/GYN,7056.45,0.0,0.0,0.0,0.0,7056.45,2020-12-31,,BH
Baystate Health OB/GYN,6539.13,0.0,0.0,0.0,0.0,6539.13,2020-11-30,,BH
Baystate Health OB/GYN,5064.81,0.0,0.0,0.0,0.0,5064.81,2020-10-31,,BH
